title,authors,year,description,url,citations
[BOOK][B] Modern statistics for modern biology,"SH Holmes, W Huber",2018,"If you are a biologist and want to get the best out of the powerful methods of modern 
computational statistics, this is your book. You can visualize and analyze your own data, apply …",https://books.google.com/books?hl=en&lr=&id=FHaIDwAAQBAJ&oi=fnd&pg=PR17&dq=biology&ots=rLxndq6FbE&sig=yMzWh2keLTBLoD6es81ikIt-8Mk,110
Biology of portal hypertension,"M McConnell, Y Iwakiri",2018,"… hypertension, focusing on HSC and LSEC biology, pathological angiogenesis, and the role 
… hypertension, and (3) future directions for vascular biology research in portal hypertension. …",https://link.springer.com/article/10.1007/s12072-017-9826-x,107
The biology and evolution of speech: a comparative analysis,WT Fitch,2018,"I analyze the biological underpinnings of human speech from a comparative perspective. By 
first identifying mechanisms that are evolutionarily derived relative to other primates, we …",https://www.annualreviews.org/content/journals/10.1146/annurev-linguistics-011817-045748,105
Future systems and control research in synthetic biology,"D Del Vecchio, Y Qian, RM Murray, ED Sontag",2018,"… biology can be fully realized. Many of these challenges fall beyond the scope of molecular 
biology … This paper identifies pressing challenges in synthetic biology that can be formulated …",https://www.sciencedirect.com/science/article/pii/S1367578818300191,104
Biology of IL‐38 and its role in disease,"FL van de Veerdonk, DM de Graaf",2018,"IL ‐38 belongs to the IL ‐36 cytokines, which in turn are part of the IL ‐1 family. The first 
biological function of IL ‐38 described was blocking the activation of the IL ‐36R signaling similar …",https://onlinelibrary.wiley.com/doi/abs/10.1111/imr.12612,104
Publishing social science research in Conservation Biology to move beyond biology,"TL Teel, CB Anderson, MA Burgman, J Cinner",2018,"Conservation biology arose as a field of academic science and management practice to … for 
Conservation Biology in 1987, the founding of the journal Conservation Biology in 1988, and …",https://www.jstor.org/stable/44973732,100
Review of Mammarenavirus Biology and Replication,"SJ Hallam, T Koma, J Maruyama",2018,"The family Arenaviridae is divided into three genera: Mammarenavirus, Reptarenavirus, 
and Hartmanivirus. The Mammarenaviruses contain viruses responsible for causing human …",https://www.frontiersin.org/articles/10.3389/fmicb.2018.01751/full,98
"Filoviruses: ecology, molecular biology, and evolution","J Emanuel, A Marzi, H Feldmann",2018,"The Filoviridae are a family of negative-strand RNA viruses that include several important 
human pathogens. Ebola virus (EBOV) and Marburg virus are well-known filoviruses which …",https://www.sciencedirect.com/science/article/pii/S0065352717300428,95
Self-organization: the fundament of cell biology,R Wedlich,2018,"… techniques, cell biology and systems biology are at a stage … of systems and synthetic biology 
is bound to shape our future … This theme issue on self-organization in cell biology aims to …",https://royalsocietypublishing.org/doi/abs/10.1098/rstb.2017.0103,78
Database taxonomics as key to modern plant biology,"MA Koch, DA German, M Kiefer, A Franzke",2018,"The advent of omic technologies opened new and multiple avenues to access higher levels 
of complexity. Taxonomy – discovering and naming biodiversity – has also entered a …",https://www.cell.com/trends/plant-science/fulltext/S1360-1385(17)30240-6,76
[BOOK][B] Applied tree biology,"A Hirons, PA Thomas",2018,"Many arborists learn tree work practices without fully understanding the biological and 
physiological principles behind them. However, outcomes for the health and longevity of trees are …",https://books.google.com/books?hl=en&lr=&id=DD1FDwAAQBAJ&oi=fnd&pg=PR15&dq=biology&ots=s_4doT_Ayh&sig=PC1blQ4IYnRIe8AXd1rmp2CWTSk,75
"TACO and TRALI: biology, risk factors, and prevention strategies",N Roubinian,2018,"Transfusion-related acute lung injury (TRALI) and transfusion-associated circulatory 
overload (TACO) are the leading causes of transfusion-related morbidity and mortality. These …",https://ashpublications.org/hematology/article-abstract/2018/1/585/277621,160
