title,authors,year,description,url,citations,clean_title,type,cluster,word_count,char_count,category,domain,publisher,path,query_params,doi,extension
"Southeast Asia, student economy edition: Past and present",DR SarDesai,2018,"This book is concerned with Western activity in the southeast Asia and the indigenous 
reaction to it. It deals with the traditions of the people of Southeast Asia, traditions that, apply to …",https://www.taylorfrancis.com/books/mono/10.4324/9780429493058/southeast-asia-student-economy-edition-sardesai,410,southeast asia student edition past present,BOOK,6,6,38,economy,taylorfrancis.com,Taylor & Francis,/books/mono/10.4324/9780429493058/southeast-asia-student-economy-edition-sardesai,{},10.4324/9780429493058/,
"Computer, Student Economy Edition: A History of the Information Machine",M Campbell,2018,"This book covers the way computing was handled before the arrival of electronic computers. 
It discusses manual information processing and early technologies. The book describes the …",https://www.taylorfrancis.com/books/mono/10.4324/9780429494017/computer-student-economy-edition-martin-campbell-kelly,382,computer student edition history information machine,BOOK,3,6,47,economy,taylorfrancis.com,Taylor & Francis,/books/mono/10.4324/9780429494017/computer-student-economy-edition-martin-campbell-kelly,{},10.4324/9780429494017/,
The political economy of tourism development: A critical review,R Bianchi,2018,"… economy and their application to the analysis of tourism development. It examines the shifting 
focus of enquiry and traces the evolution of the political economy … the political economy of …",https://www.sciencedirect.com/science/article/pii/S0160738317301287,378,political tourism development critical review,,6,5,41,economy,sciencedirect.com,ScienceDirect (Elsevier),/science/article/pii/S0160738317301287,{},,
A political economy of the Middle East,M Cammett,2018,"… We believe that a political economy approach has much to offer in addressing this question. 
Neither purely political concerns, such as the desire for democracy, nor simple economic …",https://www.taylorfrancis.com/books/mono/10.4324/9780429492600/political-economy-middle-east-melani-cammett,374,political middle east,BOOK,2,3,19,economy,taylorfrancis.com,Taylor & Francis,/books/mono/10.4324/9780429492600/political-economy-middle-east-melani-cammett,{},10.4324/9780429492600/,
"Digitalization and its impact on the Russian economy and society: advantages, challenges, threats and risks","VG Khalin, GV Chernova",2018,"… , the relationship between digitalization and digital economy, challenges, threats, possible 
negative … a description of the current state and tasks of digitalization for the Russian economy. …",https://ideas.repec.org/a/acf/journl/y2018id943.html,373,digitalization impact russian society advantages challenges threats risks,,9,8,66,economy,ideas.repec.org,RePEc (Research Papers in Economics),/a/acf/journl/y2018id943.html,{},,html
Measuring uncertainty and its impact on the economy,"A Carriero, TE Clark, M Marcellino",2018,"We propose a new model for measuring uncertainty and its effects on the economy, based 
on a large vector autoregression with stochastic volatility driven by common factors …",https://direct.mit.edu/rest/article-abstract/100/5/799/58480,344,measuring uncertainty impact,,5,3,26,economy,direct.mit.edu,MIT Press,/rest/article-abstract/100/5/799/58480,{},,
The global economy as an adaptive process,JH Holland,2018,"… In the global economy, the anticipation of an oil … the economy, whether or not the anticipated 
events come to pass. Participants in the economy build up models of the rest of the economy …",https://www.taylorfrancis.com/chapters/edit/10.1201/9780429492846-7/global-economy-adaptive-process-john-holland,302,global adaptive process,,5,3,21,economy,taylorfrancis.com,Taylor & Francis,/chapters/edit/10.1201/9780429492846-7/global-economy-adaptive-process-john-holland,{},10.1201/9780429492846,
Comparative economics in a transforming world economy,"JB Rosser Jr, MV Rosser",2018,"… as the new traditional economy that we introduced in our first edition with the example of 
Islamic economics in the case of Iran would become more important in the world economy. As it …",https://books.google.com/books?hl=en&lr=&id=VptIDwAAQBAJ&oi=fnd&pg=PR5&dq=economy&ots=BSKXWUexVi&sig=kLIUtM3dDl6m02LoHEn2etQ_mRo,286,comparative economics transforming world,BOOK,8,4,37,economy,books.google.com,Google Books,/books,"{'hl': ['en'], 'id': ['VptIDwAAQBAJ'], 'oi': ['fnd'], 'pg': ['PR5'], 'dq': ['economy'], 'ots': ['BSKXWUexVi'], 'sig': ['kLIUtM3dDl6m02LoHEn2etQ_mRo']}",,
Geoinformation services in a spatial economy,"SV Shaitura, YP Kozhaev, KV Ordov",2018,"The paper reviews the use of geoinformation services in a spatial economy. The main definitions 
of a geoinformation service based on service, geoinformatics, spatial positioning, space …",https://www.researchgate.net/profile/Alina-Minitaeva-2/publication/323932264_Geoinformation_services_in_a_spatial_economy/links/6630ae747091b94e93e7341f/Geoinformation-services-in-a-spatial-economy.pdf,175,geoinformation services spatial,PDF,3,3,29,economy,researchgate.net,ResearchGate,/profile/Alina-Minitaeva-2/publication/323932264_Geoinformation_services_in_a_spatial_economy/links/6630ae747091b94e93e7341f/Geoinformation-services-in-a-spatial-economy.pdf,{},,pdf
The political economy of AIDS,M Singer,2018,"Features a collection of seven research-based articles on AIDS. This work seeks to cut through 
popular misunderstanding and conventional ideas about the spread and impact of AIDS …",https://books.google.com/books?hl=en&lr=&id=H3yCDwAAQBAJ&oi=fnd&pg=PT6&dq=economy&ots=7FB73RAdN6&sig=FTZUFUE7vvBnQmoARrgE3MZu4MY,157,political aids,BOOK,2,2,13,economy,books.google.com,Google Books,/books,"{'hl': ['en'], 'id': ['H3yCDwAAQBAJ'], 'oi': ['fnd'], 'pg': ['PT6'], 'dq': ['economy'], 'ots': ['7FB73RAdN6'], 'sig': ['FTZUFUE7vvBnQmoARrgE3MZu4MY']}",,
Political economy in the modern state,HA Innis,2018,"… tise that would investigate what political economy had become in the … economy as previously 
understood could proceed (126).This resulted, sadly, in a weakening of political economy …",https://books.google.com/books?hl=en&lr=&id=_617DwAAQBAJ&oi=fnd&pg=PP1&dq=economy&ots=CONS6r476J&sig=gbfDSYis4jYtYa3HrfUdvKs63y4,152,political modern state,BOOK,0,3,20,economy,books.google.com,Google Books,/books,"{'hl': ['en'], 'id': ['_617DwAAQBAJ'], 'oi': ['fnd'], 'pg': ['PP1'], 'dq': ['economy'], 'ots': ['CONS6r476J'], 'sig': ['gbfDSYis4jYtYa3HrfUdvKs63y4']}",,
Digital economy. IT strategy of the company development,"AD Borremans, IM Zaychenko",2018,"… to the new trend of economy development – digital economy. The digital economy is an 
activity … Typically, the main elements of the digital economy are e-commerce, Internet banking, …",https://www.matec-conferences.org/articles/matecconf/abs/2018/29/matecconf_spbwosce2018_01034/matecconf_spbwosce2018_01034.html,140,digital strategy company development,,9,4,33,economy,matec-conferences.org,MATEC Web of Conferences,/articles/matecconf/abs/2018/29/matecconf_spbwosce2018_01034/matecconf_spbwosce2018_01034.html,{},,html
A finer future: Creating an economy in service to life,"LH Lovins, S Wallis, A Wijkman, J Fullerton",2018,"The blueprint for an inspiring regenerative economy that avoids collapse and works … economy 
through a powerful combination of enlightened entrepreneurialism, regenerative economy, …",https://books.google.com/books?hl=en&lr=&id=daVjDwAAQBAJ&oi=fnd&pg=PP1&dq=economy&ots=aswYB0XmLL&sig=EkirKb88hWe-BuAsb0Eyu_RRh24,140,finer future creating service life,BOOK,3,5,30,economy,books.google.com,Google Books,/books,"{'hl': ['en'], 'id': ['daVjDwAAQBAJ'], 'oi': ['fnd'], 'pg': ['PP1'], 'dq': ['economy'], 'ots': ['aswYB0XmLL'], 'sig': ['EkirKb88hWe-BuAsb0Eyu_RRh24']}",,
"Principles of Political Economy, Vol. 1",HC Carey,2018,"In the early stages of society, men are widely scattered over the land, and with difficulty they 
obtain, by the cultivation of the superior soils, scanty supplies of indifferent food. Laws are …",https://www.taylorfrancis.com/chapters/edit/10.4324/9781351291521-14/principles-political-economy-vol-1-henry-carey,127,principles political vol 1,,2,4,23,economy,taylorfrancis.com,Taylor & Francis,/chapters/edit/10.4324/9781351291521-14/principles-political-economy-vol-1-henry-carey,{},10.4324/9781351291521,
The long view: Scenarios for the world economy to 2060,"Y Guillemette, D Turner",2018,"This paper presents long-run economic projections for 46 countries, extending the short-run 
projections of the Spring 2018 OECD Economic Outlook. It first sets out a baseline scenario …",https://www.oecd-ilibrary.org/economics/the-long-view_b4f4e03e-en,127,long view scenarios world 2060,,8,5,26,economy,oecd-ilibrary.org,OECD iLibrary,/economics/the-long-view_b4f4e03e-en,{},,
Understanding your economy: Using analysis to guide local strategic planning,M McLean,2018,"… economy … economy; evaluate local growth prospects; assess local human resources; evaluate 
nonlabor resources; and link analysis to strategic planning. Understanding Your Economy …",https://www.taylorfrancis.com/books/mono/10.4324/9781351179065/understanding-economy-mary-mclean,115,understanding using analysis guide local strategic planning,BOOK,3,7,53,economy,taylorfrancis.com,Taylor & Francis,/books/mono/10.4324/9781351179065/understanding-economy-mary-mclean,{},10.4324/9781351179065/,
The Political Economy of Natural Resources and Development,"PA Haslam, P Heidrich",2018,"… regional initiatives and the new geography of the global economy. This volume is essential 
reading in development economics, political economy, and Latin American studies, as well …",https://api.taylorfrancis.com/content/books/mono/download?identifierName=doi&identifierValue=10.4324/9781315687698&type=googlepdf,98,political natural resources development,BOOK,9,4,36,economy,api.taylorfrancis.com,Taylor & Francis,/content/books/mono/download,"{'identifierName': ['doi'], 'identifierValue': ['10.4324/9781315687698'], 'type': ['googlepdf']}",,
"Digital economy as a new paradigm of development: challenges, opportunities and prospects",TN Savina,2018,"Objectives The purpose of the study is to evaluate the advantages and identify the problems 
of development of the digital economy in Russia. Methods Methodologically, the research is …",https://www.fin-izdat.com/journal/fc/detail.php?ID=72556,91,digital new paradigm development challenges opportunities prospects,,9,7,61,economy,fin-izdat.com,Publishing House FINANCE and CREDIT,/journal/fc/detail.php,{'ID': ['72556']},,php
Public policy in an AI economy,A Goolsbee,2018,"This conference has brought together a mix of technology and economics scholars to think 
broadly about the role of artificial intelligence (AI) in the economy, and this short chapter will …",https://www.degruyter.com/document/doi/10.7208/9780226613475-013/pdf?licenseType=restricted,77,public policy ai,BOOK,3,3,14,economy,degruyter.com,De Gruyter,/document/doi/10.7208/9780226613475-013/pdf,{'licenseType': ['restricted']},10.7208/9780226613475,
Toward a sustainable wellbeing economy,"R Costanza, E Caniglia, L Fioramonti",2018,"Our current economic systems have become addicted to “growth at all costs”, as measured 
by Gross Domestic Product (GDP) 1. They assume that GDP growth is synonymous with …",https://www.researchgate.net/profile/Paul-Sutton/publication/324648188_Toward_a_Sustainable_Wellbeing_Economy/links/5cacb5e1458515cd2b0be322/Toward-a-Sustainable-Wellbeing-Economy.pdf,67,toward sustainable wellbeing,PDF,3,3,26,economy,researchgate.net,ResearchGate,/profile/Paul-Sutton/publication/324648188_Toward_a_Sustainable_Wellbeing_Economy/links/5cacb5e1458515cd2b0be322/Toward-a-Sustainable-Wellbeing-Economy.pdf,{},,pdf
Economy of Mana: Where to next?,"KM Dell, NA Staniland, A Nicholson",2018,"… economy, we argue there is yet to be an articulate visioning of Māori economic futures built 
upon an economy … definition and operating principles for an economy of mana, and propose …",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3988653,62,mana next,,3,2,8,economy,papers.ssrn.com,SSRN (Social Science Research Network),/sol3/papers.cfm,{'abstract_id': ['3988653']},,cfm
Bio-economy contribution to circular economy,"S Corrado, S Sala",2018,"… economy principles to bio-economy could represent a valuable contribution to bio-economy … 
The present paper investigates the contribution of bio-economy to circular economy. It …",https://library.oapen.org/bitstream/handle/20.500.12657/23005/1/1007156.pdf#page=57,60,bioeconomy contribution circular,PDF,3,3,30,economy,library.oapen.org,OAPEN Library,/bitstream/handle/20.500.12657/23005/1/1007156.pdf,{},,pdf
"Let's be real: The informal sector and the gig economy are the future, and the present, of work in Africa","A Ng'weno, D Porteous",2018,"[The authors argue that] it's time we recognized the truth about the future of work in Africa: it 
isn't in the growth of full-time formal sector jobs. The future of work will be people working …",https://www.voced.edu.au/content/ngv:83351,49,lets real informal sector gig future present work africa,,3,9,48,economy,voced.edu.au,VOCEDplus,/content/ngv:83351,{},,
Government regulation of the economy: why it is effective,"OV Mamai, AA Penkin, IS Kurmaeva",2018,"… a model for optimal functioning of the economy, based on the … support branches of the 
national economy. It incorporates an … Our model for optimal functioning of the economy is based …",https://elibrary.ru/item.asp?id=35474435,47,government regulation effective,,3,3,29,economy,elibrary.ru,Russian Scientific Electronic Library,/item.asp,{'id': ['35474435']},,asp
Optimizing regulation for an optimizing economy,C Coglianese,2018,"… are transforming major sectors in the economy by customizing goods and services as well 
as … the optimizing economy create new challenges for government oversight of the economy. …",https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/penjuaf4&section=5,41,optimizing regulation optimizing,,3,3,30,economy,heinonline.org,HeinOnline,/hol-cgi-bin/get_pdf.cgi,"{'handle': ['hein.journals/penjuaf4'], 'section': ['5']}",,cgi
How the economy affects health,AB Frakt,2018,"… experience mortality effects during a robust economy generally differ from those who enjoy 
financial gain. Think of it this way: my gains from a strong economy may be good for me and …",https://jamanetwork.com/journals/jama/article-abstract/2676095,34,affects health,,3,2,13,economy,jamanetwork.com,JAMA Network,/journals/jama/article-abstract/2676095,{},,
The economy at war,M Haig,1914,"… , open economy … economy in 1914 was quite unlike other early twentieth-century 
industrialised nations. The nation had then, and still has in the early 1990s, a small, open economy …",https://www.taylorfrancis.com/chapters/edit/10.4324/9781003114994-4/economy-war-marnie-haig-muir,35,war,,8,1,3,economy,taylorfrancis.com,Taylor & Francis,/chapters/edit/10.4324/9781003114994-4/economy-war-marnie-haig-muir,{},10.4324/9781003114994,
