title,authors,year,description,url,citations,cluster,type,clean_title,word_count,char_count,category,domain,publisher,path,query_params,doi,extension
environmental decentralization digital finance green technology innovation,"S Feng, R Zhang, G Li",2022.0,"… This paper seeks new solutions using digital finance to solve this dilemma. Using panel … 
impact of digital finance on green technology innovation. The results show that (1) digital finance …",https://www.sciencedirect.com/science/article/pii/S0954349X22000170,544,1,,"Environmental decentralization, digital finance and green technology innovation",8,72,finance,sciencedirect.com,ScienceDirect (Elsevier),/science/article/pii/S0954349X22000170,{},,
role green finance improving energy efficiency renewable energy development,"E Rasoulinezhad, F Taghizadeh",2022.0,"Deploying green energy is, directly and indirectly, related to energy- and environment-related 
sustainable development goals (SDGs). This study uses the stochastic impact by …",https://link.springer.com/article/10.1007/S12053-022-10021-4,490,2,,Role of green finance in improving energy efficiency and renewable energy development,12,74,finance,link.springer.com,Springer,/article/10.1007/S12053-022-10021-4,{},10.1007/S12053,
htmlhtml role green finance reducing co2 emissions empirical analysis,"MS Meo, MZ Abd Karim",2022.0,"… of the top ten countries that support green finance (Canada, Denmark, Hong Kong, … finance 
on environmental variables, this study presents a pioneering examination of green finance …",https://www.sciencedirect.com/science/article/pii/S2214845021000223,453,6,HTML,The role of green finance in reducing CO2 emissions: An empirical analysis,12,63,finance,sciencedirect.com,ScienceDirect (Elsevier),/science/article/pii/S2214845021000223,{},,
review studies green finance banks research gaps future directions,I Akomea,2022.0,"… recently focused on green finance. In this study, existing studies on green finance in the context 
… on products and determinants of green finance. The content analysis approach has been …",https://www.tandfonline.com/doi/abs/10.1080/20430795.2020.1870202,435,5,,"A review of studies on green finance of banks, research gaps and future directions",14,69,finance,tandfonline.com,Taylor & Francis Online,/doi/abs/10.1080/20430795.2020.1870202,{},10.1080/20430795,1870202
sok decentralized finance defi,"S Werner, D Perez, L Gudgeon",2022.0,"Decentralized Finance (DeFi), a blockchain powered peer-to-peer financial system, is 
mushrooming. Two years ago the total value locked in DeFi systems was approximately 700m …",https://dl.acm.org/doi/abs/10.1145/3558535.3559780,434,3,,Sok: Decentralized finance (defi),4,30,finance,dl.acm.org,ACM Digital Library,/doi/abs/10.1145/3558535.3559780,{},10.1145/3558535,3559780
past present future sustainable finance insights big data analytics machine learning scholarly research,"S Kumar, D Sharma, S Rao, WM Lim",2022.0,"… finance research. In addition, this study reveals insights into seven major themes of 
sustainable finance … several suggestions for future sustainable finance research, which include …",https://link.springer.com/article/10.1007/s10479-021-04410-8,394,4,,"Past, present, and future of sustainable finance: insights from big data analytics through machine learning of scholarly research",18,112,finance,link.springer.com,Springer,/article/10.1007/s10479-021-04410-8,{},10.1007/s10479,
effect digital marketing digital finance digital payment finance performance indonesian smes,"I Daud, D Nurjannahe, A Mohyi",2022.0,"… of digital finance, digital marketing and digital payment variables on finance performance. … 
that the digital finance had a positive and significant effect on the finance performance, the …",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3965339,239,1,,"The effect of digital marketing, digital finance and digital payment on finance performance of indonesian smes",16,95,finance,papers.ssrn.com,SSRN (Social Science Research Network),/sol3/papers.cfm,{'abstract_id': ['3965339']},,cfm
impacts green finance green innovation spatial nonlinear perspective,"Y Huang, C Chen, L Lei, Y Zhang",2022.0,"This paper provides an in-depth understanding of the mechanisms of green finance on green 
innovation, focusing on their spatial and non-linear relationships. Using panel data of 30 …",https://www.sciencedirect.com/science/article/pii/S0959652622021497,234,0,,Impacts of green finance on green innovation: a spatial and nonlinear perspective,12,70,finance,sciencedirect.com,ScienceDirect (Elsevier),/science/article/pii/S0959652622021497,{},,
citationc cryptocurrencies decentralized finance defi,I Makarov,2022.0,,No URL,217,3,CITATION,Cryptocurrencies and Decentralized Finance (DeFi),5,45,finance,,Unknown,No URL,{},,
presidential address corporate finance reality,JR Graham,2022.0,"… In a corporate finance setting, we can directly obtain this … detailed information about the 
practice of finance that can be used to … Some of this analysis is new to finance, such as that …",https://onlinelibrary.wiley.com/doi/abs/10.1111/jofi.13161,206,8,,Presidential address: Corporate finance and reality,6,46,finance,onlinelibrary.wiley.com,Wiley Online Library,/doi/abs/10.1111/jofi.13161,{},,13161
promoting chinas inclusive finance digital financial services,"MM Hasan, L Yajuan, S Khan",2022.0,"… and digital finance lead the traditional inclusive finance to promoted inclusive finance. 
Whatever, in this research, the implications of DFS on promoting inclusive finance are presented …",https://journals.sagepub.com/doi/abs/10.1177/0972150919895348,204,1,,Promoting China's inclusive finance through digital financial services,8,63,finance,journals.sagepub.com,SAGE Publications,/doi/abs/10.1177/0972150919895348,{},10.1177/0972150919895348,
pdfpdf green finance sustainable development europe,"A Afzal, E Rasoulinezhad, Z Malik",2022.0,"This study provides a comprehensive analysis of whether financial development impacts 
environmental degradation, over time. It highlights how financial development, institutional …",https://hrcak.srce.hr/file/436622,192,4,PDF,Green finance and sustainable development in Europe,7,45,finance,hrcak.srce.hr,HRČAK Portal of Croatian Scientific Journals,/file/436622,{},,
digital finance promote green innovation chinas listed companies,"X Li, X Shao, T Chang, LL Albu",2022.0,"… finance in China has been having an increasingly extensive impact. In this context, this research 
is devoted to testing the role of digital finance … % increase in digital finance will lead to a …",https://www.sciencedirect.com/science/article/pii/S0140988322003954,179,1,,Does digital finance promote the green innovation of China's listed companies?,11,68,finance,sciencedirect.com,ScienceDirect (Elsevier),/science/article/pii/S0140988322003954,{},,
impact digital inclusive finance sustainable economic growth china,"Y Sun, X Tang",2022.0,"… finance contributes to sustainable economic growth. Further research shows that digital 
inclusive finance … At the same time, we find that the breadth of digital inclusive finance coverage …",https://www.sciencedirect.com/science/article/pii/S1544612322004342,127,1,,The impact of digital inclusive finance on sustainable economic growth in China,12,68,finance,sciencedirect.com,ScienceDirect (Elsevier),/science/article/pii/S1544612322004342,{},,
digital inclusive finance rural consumption structureevidence peking university digital inclusive financial index china household finance survey,"C Yu, N Jia, W Li, R Wu",2022.0,"… finance on rural consumption upgrade. First, the impact of the development of digital inclusive 
finance on … of users that digital inclusive finance influencing rural residents’ developmental …",https://www.emerald.com/insight/content/doi/10.1108/CAER-10-2020-0255/full/html,125,1,,Digital inclusive finance and rural consumption structure–evidence from Peking University digital inclusive financial index and China household finance survey,19,140,finance,emerald.com,Emerald Publishing,/insight/content/doi/10.1108/CAER-10-2020-0255/full/html,{},10.1108/CAER-10,
digital inclusive finance urban innovation evidence china,"J Li, B Li",2022.0,"… to estimate the pure effect of digital inclusive finance on urban innovation. The results … 
finance has a positive effect on urban innovation. In addition, we find that digital inclusive finance …",https://onlinelibrary.wiley.com/doi/abs/10.1111/rode.12846,111,1,,Digital inclusive finance and urban innovation: Evidence from China,9,59,finance,onlinelibrary.wiley.com,Wiley Online Library,/doi/abs/10.1111/rode.12846,{},,12846
imperative role integrating digitalization firms finance technological perspective,"D Bisht, R Singh, A Gehlot, SV Akram, A Singh",2022.0,"… of Internet finance are used in order to provide various users with financing services such 
as platform finance, supply chain finance, and consumer finance. Internet finance platforms …",https://www.mdpi.com/2079-9292/11/19/3252,106,0,,Imperative role of integrating digitalization in the firms finance: A technological perspective,12,84,finance,mdpi.com,MDPI (Multidisciplinary Digital Publishing Institute),/2079-9292/11/19/3252,{},,
sustainable finance,"A Edmans, M Kacperczyk",2022.0,"Sustainable finance—the integration of environmental, social, and governance (“ESG”) 
issues into financial decisions—is an increasingly important topic. Within companies, …",https://academic.oup.com/rof/article-abstract/26/6/1309/6780005,106,4,,Sustainable finance,2,18,finance,academic.oup.com,Oxford University Press,/rof/article-abstract/26/6/1309/6780005,{},,
digital finance help increase value strategic emerging enterprises,"X Tang, S Ding, X Gao, T Zhao",2022.0,"… In this paper, with the help of the inclusive finance Index of Digital Finance compiled by 
the Peking University internet Finance Research Center, based on the data provided by Ant …",https://www.sciencedirect.com/science/article/pii/S2210670722001561,100,1,,Can digital finance help increase the value of strategic emerging enterprises?,11,68,finance,sciencedirect.com,ScienceDirect (Elsevier),/science/article/pii/S2210670722001561,{},,
digital finance corporate bankruptcy risk evidence china,"Y Ji, L Shi, S Zhang",2022.0,"… Using the digital finance index developed by PKU-DFIIC to … regional digital finance, we find 
that digital finance negatively … finance literature by identifying the impact of digital finance on …",https://www.sciencedirect.com/science/article/pii/S0927538X22000269,99,8,,Digital finance and corporate bankruptcy risk: Evidence from China,9,58,finance,sciencedirect.com,ScienceDirect (Elsevier),/science/article/pii/S0927538X22000269,{},,
female representation academic finance profession,"MG Sherman, HE Tookes",2022.0,"… In our sample of finance faculty from the top-100 US business schools over the 2009 to … in 
the academic finance profession. First, focusing on the population of finance faculty during our …",https://onlinelibrary.wiley.com/doi/abs/10.1111/jofi.13094,79,0,,Female representation in the academic finance profession,7,50,finance,onlinelibrary.wiley.com,Wiley Online Library,/doi/abs/10.1111/jofi.13094,{},,13094
finance,"IS Beik, T Nursyamsiah",2022.0,"Islamic economics and finance have developed rapidly throughout the world. The Islamic 
economic and finance industry has thrived in both Muslim and non-Muslim countries. The …",https://books.google.com/books?hl=en&lr=&id=zncIEQAAQBAJ&oi=fnd&pg=PA29&dq=finance&ots=nxyygjoW_Q&sig=W-x_03lRHvSuTSs4SWzb0GLGpdw,76,0,,AND FINANCE,2,10,finance,books.google.com,Google Books,/books,"{'hl': ['en'], 'id': ['zncIEQAAQBAJ'], 'oi': ['fnd'], 'pg': ['PA29'], 'dq': ['finance'], 'ots': ['nxyygjoW_Q'], 'sig': ['W-x_03lRHvSuTSs4SWzb0GLGpdw']}",,
methodological variation empirical corporate finance,T Mitton,2022.0,"I document large variation in empirical methodology in corporate finance regressions in top 
finance journals. Although methodological variation allows for customization of empirical …",https://academic.oup.com/rfs/article-abstract/35/2/527/6174003,72,8,,Methodological variation in empirical corporate finance,6,50,finance,academic.oup.com,Oxford University Press,/rfs/article-abstract/35/2/527/6174003,{},,
research digital inclusive finance promoting integration rural threeindustry,"H Ge, B Li, D Tang, H Xu, V Boamah",2022.0,"… to reforming how finance assists rural tertiary industries in China, finance and the rural … 
finance in rural tertiary industries [3]. However, at present, China’s digital inclusive finance to …",https://www.mdpi.com/1660-4601/19/6/3363,71,1,,Research on digital inclusive finance promoting the integration of rural three-industry,11,77,finance,mdpi.com,MDPI (Multidisciplinary Digital Publishing Institute),/1660-4601/19/6/3363,{},,
htmlhtml use predictive analytics finance,D Broby,2022.0,"… analytic methods in finance together under one domain. … methods are used by scholars in 
finance, and in computational fields … Finance is a broad term associated with activities in capital …",https://www.sciencedirect.com/science/article/pii/S2405918822000071,71,0,HTML,The use of predictive analytics in finance,7,36,finance,sciencedirect.com,ScienceDirect (Elsevier),/science/article/pii/S2405918822000071,{},,
whats holding back blockchain finance possibility decentralized autonomous finance,"C Harwick, J Caton",2022.0,"Despite the past decade’s rapid innovation in adapting blockchain technology to new uses, 
financial intermediation remains elusive except in basic and highly collateralized forms. We …",https://www.sciencedirect.com/science/article/pii/S1062976920301162,66,3,,What's holding back blockchain finance? On the possibility of decentralized autonomous finance,12,83,finance,sciencedirect.com,ScienceDirect (Elsevier),/science/article/pii/S1062976920301162,{},,
htmlhtml journal behavioral experimental finance bibliometric overview,"S Kumar, S Rao, K Goyal, N Goyal",2022.0,"… finance. To gain an understanding of the scientific contributions emerging from all fields 
of finance … to behavioral finance, the Journal of Behavioral and Experimental Finance (JBEF), …",https://www.sciencedirect.com/science/article/pii/S2214635022000181,55,6,HTML,Journal of Behavioral and Experimental Finance: A bibliometric overview,9,63,finance,sciencedirect.com,ScienceDirect (Elsevier),/science/article/pii/S2214635022000181,{},,
pdfpdf research financial informatization construction business finance integration,J Gao,2022.0,"… of business finance integration, analyzes the restricting factors of business finance integration 
faced by … of business finance integration information construction based on specific cases. …",https://www.researchgate.net/profile/Jun-Gao-80/publication/361868420_Research_on_Financial_Informatization_Construction_of_Business_and_Finance_Integration/links/62c9829b3bbe636e0c4ffcd0/Research-on-Financial-Informatization-Construction-of-Business-and-Finance-Integration.pdf,37,0,PDF,Research on financial informatization construction of business and finance integration,10,77,finance,researchgate.net,ResearchGate,/profile/Jun-Gao-80/publication/361868420_Research_on_Financial_Informatization_Construction_of_Business_and_Finance_Integration/links/62c9829b3bbe636e0c4ffcd0/Research-on-Financial-Informatization-Construction-of-Business-and-Finance-Integration.pdf,{},,pdf
firms social responsibility review esg csr research corporate finance,"SL Gillan, A Koch, LT Starks",2021.0,"… In this paper we review the research in corporate finance on … Finance so it seems only fitting 
on the 25th anniversary of the journal to focus our review in the context of corporate finance. …",https://www.sciencedirect.com/science/article/pii/S0929119921000092,2250,8,,Firms and social responsibility: A review of ESG and CSR research in corporate finance,14,73,finance,sciencedirect.com,ScienceDirect (Elsevier),/science/article/pii/S0929119921000092,{},,
bookb introduction islamic finance,MMT Usmani,2021.0,"Although the principles of Shari'ah require banks and financial institutions to be structured on 
an interest-free basis, this does not mean that such institutions are charitable concerns. As …",https://books.google.com/books?hl=en&lr=&id=qtFKEAAAQBAJ&oi=fnd&pg=PR1&dq=finance&ots=A2zPX284q8&sig=XHaugiaRtYChBKwROIp_EQIRqN4,1835,0,BOOK,An introduction to Islamic finance,5,30,finance,books.google.com,Google Books,/books,"{'hl': ['en'], 'id': ['qtFKEAAAQBAJ'], 'oi': ['fnd'], 'pg': ['PR1'], 'dq': ['finance'], 'ots': ['A2zPX284q8'], 'sig': ['XHaugiaRtYChBKwROIp_EQIRqN4']}",,
bookb venture capital finance innovation,"A Metrick, A Yasuda",2021.0,"An invaluable resource for current and aspiring technology investors, Venture Capital and the 
Finance of Innovation provides an in-depth understanding of the tools and models needed …",https://books.google.com/books?hl=en&lr=&id=gXcfEAAAQBAJ&oi=fnd&pg=PA1&dq=finance&ots=Lrk9v7FuPI&sig=oWHslnar9jjNGYHaCvhqeU1d0NI,931,9,BOOK,Venture capital and the finance of innovation,7,39,finance,books.google.com,Google Books,/books,"{'hl': ['en'], 'id': ['gXcfEAAAQBAJ'], 'oi': ['fnd'], 'pg': ['PA1'], 'dq': ['finance'], 'ots': ['Lrk9v7FuPI'], 'sig': ['oWHslnar9jjNGYHaCvhqeU1d0NI']}",,
climate finance,"S Giglio, B Kelly, J Stroebel",2021.0,"In this article, we review the literature studying interactions between climate change and 
financial markets. We first discuss various approaches to incorporating climate risk in …",https://www.annualreviews.org/content/journals/10.1146/annurev-financial-102620-103311,716,0,,Climate finance,2,14,finance,annualreviews.org,Annual Reviews,/content/journals/10.1146/annurev-financial-102620-103311,{},10.1146/annurev-financial-102620,
artificial intelligence machine learning finance identifying foundations themes research clusters bibliometric analysis,"JW Goodell, S Kumar, WM Lim, D Pattnaik",2021.0,"… on finance-classified journals versus non-finance-classified journals (as classified by the 
2018 Academic Journal Guide) we see that finance … Exceptions include Quantitative Finance, …",https://www.sciencedirect.com/science/article/pii/S2214635021001210,609,6,,"Artificial intelligence and machine learning in finance: Identifying foundations, themes, and research clusters from bibliometric analysis",16,123,finance,sciencedirect.com,ScienceDirect (Elsevier),/science/article/pii/S2214635021001210,{},,
digital finance green technological innovation energyenvironmental performance evidence chinas regional economies,"S Cao, L Nie, H Sun, W Sun",2021.0,"… finance affects energy-environmental performance. The impact mechanism test proves that 
digital finance … Furthermore, we also find that digital finance has a greater stimulus effect on …",https://www.sciencedirect.com/science/article/pii/S0959652621036374,591,1,,"Digital finance, green technological innovation and energy-environmental performance: Evidence from China's regional economies",13,114,finance,sciencedirect.com,ScienceDirect (Elsevier),/science/article/pii/S0959652621036374,{},,
htmlhtml green finance fintech environmental protection evidence china,"T Muganyi, L Yan, H Sun",2021.0,"… Green finance refers to financial investments targeted at environmental protection initiatives 
[… of green finance namely green-asset finance, credit & investments [3]. Green finance seeks …",https://www.sciencedirect.com/science/article/pii/S2666498421000314,508,9,HTML,"Green finance, fintech and environmental protection: Evidence from China",9,64,finance,sciencedirect.com,ScienceDirect (Elsevier),/science/article/pii/S2666498421000314,{},,
strategic capitalism private business public purpose japanese industrial finance,KE Calder,2021.0,"BRINGING ORDER and purpose to the turbulent world of reality is one of the strongest human 
impulses. Nowhere has it seemed more clearly and urgently a national imperative than in …",https://www.torrossa.com/gs/resourceProxy?an=5576186&publisher=FZO137,493,0,,Strategic capitalism: Private business and public purpose in Japanese industrial finance,11,78,finance,torrossa.com,Torrossa Digital Library,/gs/resourceProxy,"{'an': ['5576186'], 'publisher': ['FZO137']}",,
think climate finance,"J Stroebel, J Wurgler",2021.0,"… We survey 861 finance academics, … finance from sophisticated researchers and practitioners 
around the world. We targeted a reasonably select group of finance academics, finance …",https://www.sciencedirect.com/science/article/pii/S0304405X21003494,492,0,,What do you think about climate finance?,7,34,finance,sciencedirect.com,ScienceDirect (Elsevier),/science/article/pii/S0304405X21003494,{},,
fintech access finance,"H Bollaert, F Lopez",2021.0,"… We discuss existing evidence on how fintech affects access to finance for firms and … of 
finance and its effects. Finally, we discuss the challenges of research in the digital finance area …",https://www.sciencedirect.com/science/article/pii/S0929119921000626,476,0,,Fintech and access to finance,5,25,finance,sciencedirect.com,ScienceDirect (Elsevier),/science/article/pii/S0929119921000626,{},,
lowcarbon transition risks finance,"G Semieniuk, E Campiglio, JF Mercure",2021.0,"… For the purposes of analyzing transition risks to finance, we define the low-carbon transition 
as structural economic change: some parts of the economy grow and others decline in …",https://wires.onlinelibrary.wiley.com/doi/abs/10.1002/wcc.678,465,0,,Low‐carbon transition risks for finance,5,35,finance,wires.onlinelibrary.wiley.com,Wiley Interdisciplinary Reviews,/doi/abs/10.1002/wcc.678,{},,678
household finance,"F Gomes, M Haliassos, T Ramadorai",2021.0,"Household financial decisions are complex, interdependent, and heterogeneous, and central 
to the functioning of the financial system. We present an overview of the rapidly expanding …",https://www.aeaweb.org/articles?id=10.1257/jel.20201461,438,0,,Household finance,2,16,finance,aeaweb.org,American Economic Association,/articles,{'id': ['10.1257/jel.20201461']},,
invesitigation finance industry risk awareness model digital economic growth,"Y Chen, EK Kumara, V Sivakumar",2021.0,"… But whether digital finance is the solution both the bad and the good results of financial … 
Although there has been a broad-ranging mention of the benefits of digital finance—financial …",https://link.springer.com/article/10.1007/S10479-021-04287-7,400,1,,Invesitigation of finance industry on risk awareness model and digital economic growth,12,75,finance,link.springer.com,Springer,/article/10.1007/S10479-021-04287-7,{},10.1007/S10479,
research impact green finance upgrading chinas regional industrial structure perspective sustainable development,"X Wang, Q Wang",2021.0,"… Finally, based on the results of empirical analysis, this paper explores green finance policy 
… finance, training green finance professionals, and implementing green finance infrastructure. …",https://www.sciencedirect.com/science/article/pii/S0301420721004451,356,4,,Research on the impact of green finance on the upgrading of China's regional industrial structure from the perspective of sustainable development,21,125,finance,sciencedirect.com,ScienceDirect (Elsevier),/science/article/pii/S0301420721004451,{},,
citationc defi future finance,CR Harvey,2021.0,DeFi and the Future of Finance DeFi and the Future of Finance …,https://books.google.com/books?hl=en&lr=&id=YCY_EAAAQBAJ&oi=fnd&pg=PR1&dq=finance&ots=9zBDOQbVFp&sig=jMnYGUVpna5GicOPgmijjh4HQo4,346,3,CITATION,DeFi and the Future of Finance,6,25,finance,books.google.com,Google Books,/books,"{'hl': ['en'], 'id': ['YCY_EAAAQBAJ'], 'oi': ['fnd'], 'pg': ['PR1'], 'dq': ['finance'], 'ots': ['9zBDOQbVFp'], 'sig': ['jMnYGUVpna5GicOPgmijjh4HQo4']}",,
regional gap trend green finance development china,"C Lv, B Bian, CC Lee, Z He",2021.0,"… of green finance, and in order to explore the regional gap, trend evolution, and spatial 
pattern of its green finance development, we need to recognize its current level of green finance …",https://www.sciencedirect.com/science/article/pii/S0140988321003625,338,2,,Regional gap and the trend of green finance development in China,11,54,finance,sciencedirect.com,ScienceDirect (Elsevier),/science/article/pii/S0140988321003625,{},,
bookb airline finance,PS Morrell,2021.0,"Revised and updated in its fifth edition, this internationally renowned and respected book 
provides the essentials to understanding all areas of airline finance. Designed to address each …",https://www.taylorfrancis.com/books/mono/10.4324/9781003038191/airline-finance-peter-morrell,290,0,BOOK,Airline finance,2,14,finance,taylorfrancis.com,Taylor & Francis,/books/mono/10.4324/9781003038191/airline-finance-peter-morrell,{},10.4324/9781003038191/,
savings mobilization forgotten half rural finance,RC Vogel,2021.0,"… Rural finance projects in low-income countries have … being an essential part of rural finance 
policies. It describes in some … is an important objective of rural finance policies. The most …",https://www.taylorfrancis.com/chapters/edit/10.4324/9780429270178-25/savings-mobilization-forgotten-half-rural-finance-robert-vogel,269,0,,Savings mobilization: the forgotten half of rural finance,8,50,finance,taylorfrancis.com,Taylor & Francis,/chapters/edit/10.4324/9780429270178-25/savings-mobilization-forgotten-half-rural-finance-robert-vogel,{},10.4324/9780429270178,
developing low carbon finance index evidence developed developing economies,"M Mohsin, F Taghizadeh",2021.0,"… low carbon finance … finance index, where considerable differences among the variables 
have been observed. Results show that Nepal and Iceland have achieved a low carbon finance …",https://www.sciencedirect.com/science/article/pii/S1544612320300234,265,9,,Developing low carbon finance index: evidence from developed and developing economies,11,75,finance,sciencedirect.com,ScienceDirect (Elsevier),/science/article/pii/S1544612320300234,{},,
sustainable finance investment review research agenda,"FAFS Cunha, E Meira, RJ Orsato",2021.0,"Sustainable finance and investment (SFI) is key to fostering sustainable global development. 
Research in this field has focused on specific topics, such as the financial performance of …",https://onlinelibrary.wiley.com/doi/abs/10.1002/bse.2842,249,4,,Sustainable finance and investment: Review and research agenda,8,55,finance,onlinelibrary.wiley.com,Wiley Online Library,/doi/abs/10.1002/bse.2842,{},,2842
effect green finance energy sustainable development case study china,"B Zhang, Y Wang",2021.0,"… system of green finance development, which fills the absence of existing studies on green 
finance development. The internal development of green finance is transformed into three …",https://www.tandfonline.com/doi/abs/10.1080/1540496X.2019.1695595,176,7,,The effect of green finance on energy sustainable development: a case study in China,14,71,finance,tandfonline.com,Taylor & Francis Online,/doi/abs/10.1080/1540496X.2019.1695595,{},10.1080/1540496,1695595
cefi vs deficomparing centralized decentralized finance,"K Qin, L Zhou, Y Afonin, L Lazzaretti",2021.0,"To non-experts, the traditional Centralized Finance (CeFi) ecosystem may seem obscure, 
because users are typically not aware of the underlying rules or agreements of financial assets …",https://arxiv.org/abs/2106.08157,172,3,,CeFi vs. DeFi--Comparing Centralized to Decentralized Finance,7,55,finance,arxiv.org,arXiv,/abs/2106.08157,{},,08157
big data finance,"I Goldstein, CS Spatt, M Ye",2021.0,"… the finance industry and has the potential to significantly shape future research in finance. … 
questions across areas in finance—including corporate finance, market microstructure, and …",https://academic.oup.com/rfs/article-abstract/34/7/3213/6210658,166,4,,Big data in finance,4,16,finance,academic.oup.com,Oxford University Press,/rfs/article-abstract/34/7/3213/6210658,{},,
introduction decentralized finance defi,"JR Jensen, V von Wachter, O Ross",2021.0,"Decentralized financial applications (DeFi) are a new breed of consumer-facing financial 
applications composed as smart contracts, deployed on permissionless blockchain …",https://journals.rtu.lv/index.php/CSIMQ/article/view/csimq.2021-26.03,150,3,,An introduction to decentralized finance (defi),6,42,finance,journals.rtu.lv,Riga Technical University,/index.php/CSIMQ/article/view/csimq.2021-26.03,{},,03
global alternative finance market benchmarking report,"T Ziegler, R Shneor, K Wenzlaff, B Wang",2021.0,"… Centre for Alternative Finance has consolidated its annual … finance data for 2018. This report 
presents the key findings from the CCAF annual global survey of online alternative finance. …",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3771509,135,0,,The global alternative finance market benchmarking report,7,51,finance,papers.ssrn.com,SSRN (Social Science Research Network),/sol3/papers.cfm,{'abstract_id': ['3771509']},,cfm
spillover effects empirical corporate finance,"T Berg, M Reisinger, D Streitz",2021.0,"Despite their importance, the discussion of spillover effects in empirical research often misses 
the rigor dedicated to endogeneity concerns. We analyze a broad set of workhorse models …",https://www.sciencedirect.com/science/article/pii/S0304405X21001690,127,8,,Spillover effects in empirical corporate finance,6,43,finance,sciencedirect.com,ScienceDirect (Elsevier),/science/article/pii/S0304405X21001690,{},,
experience effects finance foundations applications future directions,U Malmendier,2021.0,"This article establishes four key findings of the growing literature on experience effects in 
finance: (i) the long-lasting imprint of past experiences on beliefs and risk taking; (ii) recency …",https://academic.oup.com/rof/article-abstract/25/5/1339/6371890,97,5,,"Experience effects in finance: Foundations, applications, and future directions",9,71,finance,academic.oup.com,Oxford University Press,/rof/article-abstract/25/5/1339/6371890,{},,
pdfpdf digital finance green finance social finance link,PK Ozili,2021.0,"… finance, green finance and social finance. Using a simple conceptual model, I show that digital 
finance … The implication is that digital finance is both an enabler and a channel for efficient …",https://sciendo.com/pdf/10.2478/fiqf-2021-0001,80,1,PDF,"Digital finance, green finance and social finance: is there a link?",11,57,finance,sciendo.com,Sciendo (De Gruyter),/pdf/10.2478/fiqf-2021-0001,{},10.2478/fiqf-2021,
bookb finance podniku komplexní pojetí,V Marek,2021.0,"Předkládaná publikace popisuje procesy podniku v podobě jejich finančního vyjádření. 
Zároveň nabízí nástroje optimalizace těchto procesů tak, aby se výsledky projevily v plnění …",https://books.google.com/books?hl=en&lr=&id=dAVZEAAAQBAJ&oi=fnd&pg=PA1&dq=finance&ots=kp5KiMqP2L&sig=DA1d7YiPvhyquvdLIdXmLXAel28,71,0,BOOK,Finance podniku: komplexní pojetí,4,30,finance,books.google.com,Google Books,/books,"{'hl': ['en'], 'id': ['dAVZEAAAQBAJ'], 'oi': ['fnd'], 'pg': ['PA1'], 'dq': ['finance'], 'ots': ['kp5KiMqP2L'], 'sig': ['DA1d7YiPvhyquvdLIdXmLXAel28']}",,
challenges approaches regulating decentralized finance,I Salami,2021.0,"… traditional finance. At the time of writing, the total value locked into decentralized finance is 
… , as is currently the case in traditional finance. Yet DeFi presents several challenges that are …",https://www.cambridge.org/core/journals/american-journal-of-international-law/article/challenges-and-approaches-to-regulating-decentralized-finance/1FC6B3EF8DEE460EF534A1F0A5E9DC72,58,3,,Challenges and approaches to regulating decentralized finance,7,55,finance,cambridge.org,Cambridge University Press,/core/journals/american-journal-of-international-law/article/challenges-and-approaches-to-regulating-decentralized-finance/1FC6B3EF8DEE460EF534A1F0A5E9DC72,{},,
covid19 finance agendas future research,JW Goodell,2020.0,"This paper highlights the enormous economic and social impact of COVID-19 with respect 
to articles that have either prognosticated such a large-scale event, and its economic …",https://www.sciencedirect.com/science/article/pii/S1544612320303974,2087,4,,COVID-19 and finance: Agendas for future research,7,43,finance,sciencedirect.com,ScienceDirect (Elsevier),/science/article/pii/S1544612320303974,{},,
clinical microbiological effect combination hydroxychloroquine azithromycin 80 covid19 patients least sixday follow pilot,", P Seng, M Hocquart, C Eldin, J Finance",2020.0,"Background We need an effective treatment to cure COVID-19 patients and to decrease 
virus carriage duration. Methods We conducted an uncontrolled, non-comparative, …",https://www.sciencedirect.com/science/article/pii/S1477893920301319,949,0,,Clinical and microbiological effect of a combination of hydroxychloroquine and azithromycin in 80 COVID-19 patients with at least a six-day follow up: A pilot …,25,137,finance,sciencedirect.com,ScienceDirect (Elsevier),/science/article/pii/S1477893920301319,{},,
impact digital finance household consumption evidence china,"J Li, Y Wu, JJ Xiao",2020.0,"… finance index developed by Peking University, this study examined impacts of the digital 
inclusive finance … Results suggest that the digital inclusive finance could promote households …",https://www.sciencedirect.com/science/article/pii/S0264999319310569,725,2,,The impact of digital finance on household consumption: Evidence from China,11,65,finance,sciencedirect.com,ScienceDirect (Elsevier),/science/article/pii/S0264999319310569,{},,
pdfpdf decentralized finance,"DA Zetzsche, DW Arner",2020.0,"… finance and centres of finance. Technology and globalization together characterize traditional 
finance … major themes emerging in finance: the idea of ‘open banking’ or ‘open finance’, to …",https://academic.oup.com/jfr/advance-article-pdf/doi/10.1093/jfr/fjaa010/37064506/fjaa010.pdf,638,3,PDF,Decentralized finance,2,20,finance,academic.oup.com,Oxford University Press,/jfr/advance-article-pdf/doi/10.1093/jfr/fjaa010/37064506/fjaa010.pdf,{},10/37064506/fjaa010,pdf
